"LocationDesc","Topic","Stratification1","DataValue"
"Maine","Asthma","White, non-Hispanic",0
"Maine","Cardiovascular Disease","American Indian or Alaska Native",0
"Maine","Cardiovascular Disease","Asian or Pacific Islander",0
"Maine","Cardiovascular Disease","Black, non-Hispanic",20
"Maine","Cardiovascular Disease","Female",10462
"Maine","Cardiovascular Disease","Hispanic",0
"Maine","Cardiovascular Disease","Male",12017
"Maine","Cardiovascular Disease","Overall",22479
"Maine","Cardiovascular Disease","White, non-Hispanic",22084
"Maine","Chronic Kidney Disease","American Indian or Alaska Native",0
"Maine","Chronic Kidney Disease","Asian or Pacific Islander",0
"Maine","Chronic Kidney Disease","Black, non-Hispanic",0
"Maine","Chronic Kidney Disease","Female",942
"Maine","Chronic Kidney Disease","Hispanic",0
"Maine","Chronic Kidney Disease","Male",1120
"Maine","Chronic Kidney Disease","Overall",2062
"Maine","Chronic Kidney Disease","White, non-Hispanic",2015
"Maine","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Maine","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"Maine","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",0
"Maine","Chronic Obstructive Pulmonary Disease","Female",2564
"Maine","Chronic Obstructive Pulmonary Disease","Hispanic",0
"Maine","Chronic Obstructive Pulmonary Disease","Male",2829
"Maine","Chronic Obstructive Pulmonary Disease","Overall",5393
"Maine","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",5297
"Maine","Diabetes","American Indian or Alaska Native",0
"Maine","Diabetes","Asian or Pacific Islander",0
"Maine","Diabetes","Black, non-Hispanic",0
"Maine","Diabetes","Female",1630
"Maine","Diabetes","Hispanic",0
"Maine","Diabetes","Male",2144
"Maine","Diabetes","Overall",2599
"Maine","Diabetes","White, non-Hispanic",3708
"Maine","Overarching Conditions","American Indian or Alaska Native",67
"Maine","Overarching Conditions","Asian or Pacific Islander",0
"Maine","Overarching Conditions","Black, non-Hispanic",48
"Maine","Overarching Conditions","Female",1864
"Maine","Overarching Conditions","Hispanic",0
"Maine","Overarching Conditions","Male",3114
"Maine","Overarching Conditions","Overall",4978
"Maine","Overarching Conditions","White, non-Hispanic",4791
"Maryland","Alcohol","American Indian or Alaska Native",0
"Maryland","Alcohol","Asian or Pacific Islander",0
"Maryland","Alcohol","Black, non-Hispanic",247
"Maryland","Alcohol","Female",397
"Maryland","Alcohol","Hispanic",68
"Maryland","Alcohol","Male",665
"Maryland","Alcohol","Overall",1062
"Maryland","Alcohol","White, non-Hispanic",711
"Maryland","Asthma","American Indian or Alaska Native",0
"Maryland","Asthma","Asian or Pacific Islander",0
"Maryland","Asthma","Black, non-Hispanic",70
"Maryland","Asthma","Female",84
"Maryland","Asthma","Hispanic",0
"Maryland","Asthma","Male",24
"Maryland","Asthma","Overall",126
"Maryland","Asthma","White, non-Hispanic",30
"Maryland","Cardiovascular Disease","American Indian or Alaska Native",24
"Maryland","Cardiovascular Disease","Asian or Pacific Islander",2197
"Maryland","Cardiovascular Disease","Black, non-Hispanic",24519
"Maryland","Cardiovascular Disease","Female",41692
"Maryland","Cardiovascular Disease","Hispanic",1535
"Maryland","Cardiovascular Disease","Male",43301
"Maryland","Cardiovascular Disease","Overall",84993
"Maryland","Cardiovascular Disease","White, non-Hispanic",56529
"Maryland","Chronic Kidney Disease","American Indian or Alaska Native",0
"Maryland","Chronic Kidney Disease","Asian or Pacific Islander",244
"Maryland","Chronic Kidney Disease","Black, non-Hispanic",3132
"Maryland","Chronic Kidney Disease","Female",3880
"Maryland","Chronic Kidney Disease","Hispanic",188
"Maryland","Chronic Kidney Disease","Male",4455
"Maryland","Chronic Kidney Disease","Overall",8335
"Maryland","Chronic Kidney Disease","White, non-Hispanic",4751
"Maryland","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Maryland","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",179
"Maryland","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",2552
"Maryland","Chronic Obstructive Pulmonary Disease","Female",7336
"Maryland","Chronic Obstructive Pulmonary Disease","Hispanic",63
"Maryland","Chronic Obstructive Pulmonary Disease","Male",6419
"Maryland","Chronic Obstructive Pulmonary Disease","Overall",13755
"Maryland","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",10914
"Maryland","Diabetes","American Indian or Alaska Native",0
"Maryland","Diabetes","Asian or Pacific Islander",451
"Maryland","Diabetes","Black, non-Hispanic",5740
"Maryland","Diabetes","Female",7191
"Maryland","Diabetes","Hispanic",360
"Maryland","Diabetes","Male",8571
"Maryland","Diabetes","Overall",10834
"Maryland","Diabetes","White, non-Hispanic",9160
"Maryland","Overarching Conditions","American Indian or Alaska Native",20
"Maryland","Overarching Conditions","Asian or Pacific Islander",491
"Maryland","Overarching Conditions","Black, non-Hispanic",8299
"Maryland","Overarching Conditions","Female",8038
"Maryland","Overarching Conditions","Hispanic",591
"Maryland","Overarching Conditions","Male",12068
"Maryland","Overarching Conditions","Overall",20106
"Maryland","Overarching Conditions","White, non-Hispanic",10665
"Massachusetts","Alcohol","American Indian or Alaska Native",0
"Massachusetts","Alcohol","Asian or Pacific Islander",0
"Massachusetts","Alcohol","Black, non-Hispanic",64
"Massachusetts","Alcohol","Female",596
"Massachusetts","Alcohol","Hispanic",107
"Massachusetts","Alcohol","Male",941
"Massachusetts","Alcohol","Overall",1537
"Massachusetts","Alcohol","White, non-Hispanic",1317
"Massachusetts","Asthma","American Indian or Alaska Native",0
"Massachusetts","Asthma","Asian or Pacific Islander",0
"Massachusetts","Asthma","Black, non-Hispanic",0
"Massachusetts","Asthma","Female",83
"Massachusetts","Asthma","Hispanic",0
"Massachusetts","Asthma","Male",64
"Massachusetts","Asthma","Overall",147
"Massachusetts","Asthma","White, non-Hispanic",88
"Massachusetts","Cardiovascular Disease","American Indian or Alaska Native",0
"Massachusetts","Cardiovascular Disease","Asian or Pacific Islander",1592
"Massachusetts","Cardiovascular Disease","Black, non-Hispanic",3951
"Massachusetts","Cardiovascular Disease","Female",43404
"Massachusetts","Cardiovascular Disease","Hispanic",2649
"Massachusetts","Cardiovascular Disease","Male",44673
"Massachusetts","Cardiovascular Disease","Overall",88077
"Massachusetts","Cardiovascular Disease","White, non-Hispanic",78729
"Massachusetts","Chronic Kidney Disease","American Indian or Alaska Native",0
"Massachusetts","Chronic Kidney Disease","Asian or Pacific Islander",233
"Massachusetts","Chronic Kidney Disease","Black, non-Hispanic",637
"Massachusetts","Chronic Kidney Disease","Female",4500
"Massachusetts","Chronic Kidney Disease","Hispanic",431
"Massachusetts","Chronic Kidney Disease","Male",5215
"Massachusetts","Chronic Kidney Disease","Overall",9715
"Massachusetts","Chronic Kidney Disease","White, non-Hispanic",8288
"Massachusetts","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Massachusetts","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",146
"Massachusetts","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",441
"Massachusetts","Chronic Obstructive Pulmonary Disease","Female",8373
"Massachusetts","Chronic Obstructive Pulmonary Disease","Hispanic",298
"Massachusetts","Chronic Obstructive Pulmonary Disease","Male",6969
"Massachusetts","Chronic Obstructive Pulmonary Disease","Overall",15342
"Massachusetts","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",14214
"Massachusetts","Diabetes","American Indian or Alaska Native",0
"Massachusetts","Diabetes","Asian or Pacific Islander",314
"Massachusetts","Diabetes","Black, non-Hispanic",977
"Massachusetts","Diabetes","Female",5523
"Massachusetts","Diabetes","Hispanic",765
"Massachusetts","Diabetes","Male",6860
"Massachusetts","Diabetes","Overall",8385
"Massachusetts","Diabetes","White, non-Hispanic",10092
"Massachusetts","Overarching Conditions","American Indian or Alaska Native",0
"Massachusetts","Overarching Conditions","Asian or Pacific Islander",457
"Massachusetts","Overarching Conditions","Black, non-Hispanic",1530
"Massachusetts","Overarching Conditions","Female",7161
"Massachusetts","Overarching Conditions","Hispanic",1276
"Massachusetts","Overarching Conditions","Male",11601
"Massachusetts","Overarching Conditions","Overall",18762
"Massachusetts","Overarching Conditions","White, non-Hispanic",15201
"Michigan","Alcohol","American Indian or Alaska Native",0
"Michigan","Alcohol","Asian or Pacific Islander",0
"Michigan","Alcohol","Black, non-Hispanic",292
"Michigan","Alcohol","Female",1084
"Michigan","Alcohol","Hispanic",140
"Michigan","Alcohol","Male",1663
"Michigan","Alcohol","Overall",2747
"Michigan","Alcohol","White, non-Hispanic",2249
"Michigan","Asthma","American Indian or Alaska Native",0
"Michigan","Asthma","Asian or Pacific Islander",0
"Michigan","Asthma","Black, non-Hispanic",83
"Michigan","Asthma","Female",113
"Michigan","Asthma","Hispanic",0
"Michigan","Asthma","Male",91
"Michigan","Asthma","Overall",204
"Michigan","Asthma","White, non-Hispanic",113
"Michigan","Cardiovascular Disease","American Indian or Alaska Native",764
"Michigan","Cardiovascular Disease","Asian or Pacific Islander",1268
"Michigan","Cardiovascular Disease","Black, non-Hispanic",25545
"Michigan","Cardiovascular Disease","Female",88466
"Michigan","Cardiovascular Disease","Hispanic",2434
"Michigan","Cardiovascular Disease","Male",94061
"Michigan","Cardiovascular Disease","Overall",182527
"Michigan","Cardiovascular Disease","White, non-Hispanic",151843
"Michigan","Chronic Kidney Disease","American Indian or Alaska Native",97
"Michigan","Chronic Kidney Disease","Asian or Pacific Islander",123
"Michigan","Chronic Kidney Disease","Black, non-Hispanic",2548
"Michigan","Chronic Kidney Disease","Female",6837
"Michigan","Chronic Kidney Disease","Hispanic",308
"Michigan","Chronic Kidney Disease","Male",7394
"Michigan","Chronic Kidney Disease","Overall",14231
"Michigan","Chronic Kidney Disease","White, non-Hispanic",11110
"Michigan","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",236
"Michigan","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",47
"Michigan","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",2699
"Michigan","Chronic Obstructive Pulmonary Disease","Female",17147
"Michigan","Chronic Obstructive Pulmonary Disease","Hispanic",286
"Michigan","Chronic Obstructive Pulmonary Disease","Male",16607
"Michigan","Chronic Obstructive Pulmonary Disease","Overall",33754
"Michigan","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",30345
"Michigan","Diabetes","American Indian or Alaska Native",250
"Michigan","Diabetes","Asian or Pacific Islander",232
"Michigan","Diabetes","Black, non-Hispanic",3971
"Michigan","Diabetes","Female",11336
"Michigan","Diabetes","Hispanic",607
"Michigan","Diabetes","Male",14641
"Michigan","Diabetes","Overall",17591
"Michigan","Diabetes","White, non-Hispanic",20834
"Michigan","Overarching Conditions","American Indian or Alaska Native",316
"Michigan","Overarching Conditions","Asian or Pacific Islander",307
"Michigan","Overarching Conditions","Black, non-Hispanic",7674
"Michigan","Overarching Conditions","Female",14658
"Michigan","Overarching Conditions","Hispanic",866
"Michigan","Overarching Conditions","Male",22129
"Michigan","Overarching Conditions","Overall",36787
"Michigan","Overarching Conditions","White, non-Hispanic",27421
"Minnesota","Alcohol","American Indian or Alaska Native",80
"Minnesota","Alcohol","Asian or Pacific Islander",0
"Minnesota","Alcohol","Black, non-Hispanic",61
"Minnesota","Alcohol","Female",540
"Minnesota","Alcohol","Hispanic",20
"Minnesota","Alcohol","Male",824
"Minnesota","Alcohol","Overall",1364
"Minnesota","Alcohol","White, non-Hispanic",1163
"Minnesota","Asthma","American Indian or Alaska Native",0
"Minnesota","Asthma","Asian or Pacific Islander",0
"Minnesota","Asthma","Black, non-Hispanic",0
"Minnesota","Asthma","Female",81
"Minnesota","Asthma","Hispanic",0
"Minnesota","Asthma","Male",59
"Minnesota","Asthma","Overall",140
"Minnesota","Asthma","White, non-Hispanic",109
"Minnesota","Cardiovascular Disease","American Indian or Alaska Native",643
"Minnesota","Cardiovascular Disease","Asian or Pacific Islander",1089
"Minnesota","Cardiovascular Disease","Black, non-Hispanic",2012
"Minnesota","Cardiovascular Disease","Female",33291
"Minnesota","Cardiovascular Disease","Hispanic",475
"Minnesota","Cardiovascular Disease","Male",35917
"Minnesota","Cardiovascular Disease","Overall",69208
"Minnesota","Cardiovascular Disease","White, non-Hispanic",64902
"Minnesota","Chronic Kidney Disease","American Indian or Alaska Native",116
"Minnesota","Chronic Kidney Disease","Asian or Pacific Islander",199
"Minnesota","Chronic Kidney Disease","Black, non-Hispanic",366
"Minnesota","Chronic Kidney Disease","Female",3903
"Minnesota","Chronic Kidney Disease","Hispanic",103
"Minnesota","Chronic Kidney Disease","Male",4452
"Minnesota","Chronic Kidney Disease","Overall",8355
"Minnesota","Chronic Kidney Disease","White, non-Hispanic",7563
"Minnesota","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",183
"Minnesota","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",110
"Minnesota","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",393
"Minnesota","Chronic Obstructive Pulmonary Disease","Female",7466
"Minnesota","Chronic Obstructive Pulmonary Disease","Hispanic",22
"Minnesota","Chronic Obstructive Pulmonary Disease","Male",7917
"Minnesota","Chronic Obstructive Pulmonary Disease","Overall",15383
"Minnesota","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",14610
"Minnesota","Diabetes","American Indian or Alaska Native",368
"Minnesota","Diabetes","Asian or Pacific Islander",462
"Minnesota","Diabetes","Black, non-Hispanic",836
"Minnesota","Diabetes","Female",8020
"Minnesota","Diabetes","Hispanic",259
"Minnesota","Diabetes","Male",10028
"Minnesota","Diabetes","Overall",12298
"Minnesota","Diabetes","White, non-Hispanic",16073
"Minnesota","Overarching Conditions","American Indian or Alaska Native",432
"Minnesota","Overarching Conditions","Asian or Pacific Islander",349
"Minnesota","Overarching Conditions","Black, non-Hispanic",1064
"Minnesota","Overarching Conditions","Female",5503
"Minnesota","Overarching Conditions","Hispanic",249
"Minnesota","Overarching Conditions","Male",8798
"Minnesota","Overarching Conditions","Overall",14301
"Minnesota","Overarching Conditions","White, non-Hispanic",12186
"Mississippi","Alcohol","American Indian or Alaska Native",0
"Mississippi","Alcohol","Asian or Pacific Islander",0
"Mississippi","Alcohol","Black, non-Hispanic",159
"Mississippi","Alcohol","Female",324
"Mississippi","Alcohol","Hispanic",0
"Mississippi","Alcohol","Male",565
"Mississippi","Alcohol","Overall",889
"Mississippi","Alcohol","White, non-Hispanic",705
"Mississippi","Asthma","American Indian or Alaska Native",0
"Mississippi","Asthma","Asian or Pacific Islander",0
"Mississippi","Asthma","Black, non-Hispanic",60
"Mississippi","Asthma","Female",59
"Mississippi","Asthma","Hispanic",0
"Mississippi","Asthma","Male",31
"Mississippi","Asthma","Overall",109
"Mississippi","Asthma","White, non-Hispanic",46
"Mississippi","Cardiovascular Disease","American Indian or Alaska Native",156
"Mississippi","Cardiovascular Disease","Asian or Pacific Islander",146
"Mississippi","Cardiovascular Disease","Black, non-Hispanic",18431
"Mississippi","Cardiovascular Disease","Female",26982
"Mississippi","Cardiovascular Disease","Hispanic",182
"Mississippi","Cardiovascular Disease","Male",30686
"Mississippi","Cardiovascular Disease","Overall",57668
"Mississippi","Cardiovascular Disease","White, non-Hispanic",38562
"Mississippi","Chronic Kidney Disease","American Indian or Alaska Native",0
"Mississippi","Chronic Kidney Disease","Asian or Pacific Islander",0
"Mississippi","Chronic Kidney Disease","Black, non-Hispanic",1955
"Mississippi","Chronic Kidney Disease","Female",2291
"Mississippi","Chronic Kidney Disease","Hispanic",0
"Mississippi","Chronic Kidney Disease","Male",2475
"Mississippi","Chronic Kidney Disease","Overall",4766
"Mississippi","Chronic Kidney Disease","White, non-Hispanic",2727
"Mississippi","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Mississippi","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"Mississippi","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",2264
"Mississippi","Chronic Obstructive Pulmonary Disease","Female",5752
"Mississippi","Chronic Obstructive Pulmonary Disease","Hispanic",0
"Mississippi","Chronic Obstructive Pulmonary Disease","Male",6113
"Mississippi","Chronic Obstructive Pulmonary Disease","Overall",11865
"Mississippi","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",9533
"Mississippi","Diabetes","American Indian or Alaska Native",99
"Mississippi","Diabetes","Asian or Pacific Islander",0
"Mississippi","Diabetes","Black, non-Hispanic",4641
"Mississippi","Diabetes","Female",5477
"Mississippi","Diabetes","Hispanic",24
"Mississippi","Diabetes","Male",6271
"Mississippi","Diabetes","Overall",8075
"Mississippi","Diabetes","White, non-Hispanic",6924
"Mississippi","Overarching Conditions","American Indian or Alaska Native",93
"Mississippi","Overarching Conditions","Asian or Pacific Islander",74
"Mississippi","Overarching Conditions","Black, non-Hispanic",6168
"Mississippi","Overarching Conditions","Female",5924
"Mississippi","Overarching Conditions","Hispanic",91
"Mississippi","Overarching Conditions","Male",8960
"Mississippi","Overarching Conditions","Overall",14884
"Mississippi","Overarching Conditions","White, non-Hispanic",8451
"Missouri","Alcohol","American Indian or Alaska Native",0
"Missouri","Alcohol","Asian or Pacific Islander",0
"Missouri","Alcohol","Black, non-Hispanic",112
"Missouri","Alcohol","Female",560
"Missouri","Alcohol","Hispanic",24
"Missouri","Alcohol","Male",901
"Missouri","Alcohol","Overall",1461
"Missouri","Alcohol","White, non-Hispanic",1282
"Missouri","Asthma","American Indian or Alaska Native",0
"Missouri","Asthma","Asian or Pacific Islander",0
"Missouri","Asthma","Black, non-Hispanic",56
"Missouri","Asthma","Female",80
"Missouri","Asthma","Hispanic",0
"Missouri","Asthma","Male",64
"Missouri","Asthma","Overall",144
"Missouri","Asthma","White, non-Hispanic",86
"Missouri","Cardiovascular Disease","American Indian or Alaska Native",118
"Missouri","Cardiovascular Disease","Asian or Pacific Islander",588
"Missouri","Cardiovascular Disease","Black, non-Hispanic",11022
"Missouri","Cardiovascular Disease","Female",50498
"Missouri","Cardiovascular Disease","Hispanic",731
"Missouri","Cardiovascular Disease","Male",56079
"Missouri","Cardiovascular Disease","Overall",106577
"Missouri","Cardiovascular Disease","White, non-Hispanic",93871
"Missouri","Chronic Kidney Disease","American Indian or Alaska Native",0
"Missouri","Chronic Kidney Disease","Asian or Pacific Islander",62
"Missouri","Chronic Kidney Disease","Black, non-Hispanic",1370
"Missouri","Chronic Kidney Disease","Female",4836
"Missouri","Chronic Kidney Disease","Hispanic",107
"Missouri","Chronic Kidney Disease","Male",5091
"Missouri","Chronic Kidney Disease","Overall",9927
"Missouri","Chronic Kidney Disease","White, non-Hispanic",8349
"Missouri","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Missouri","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"Missouri","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",1213
"Missouri","Chronic Obstructive Pulmonary Disease","Female",10880
"Missouri","Chronic Obstructive Pulmonary Disease","Hispanic",57
"Missouri","Chronic Obstructive Pulmonary Disease","Male",10455
"Missouri","Chronic Obstructive Pulmonary Disease","Overall",21335
"Missouri","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",19925
"Missouri","Diabetes","American Indian or Alaska Native",0
"Missouri","Diabetes","Asian or Pacific Islander",111
"Missouri","Diabetes","Black, non-Hispanic",1854
"Missouri","Diabetes","Female",6325
"Missouri","Diabetes","Hispanic",156
"Missouri","Diabetes","Male",8026
"Missouri","Diabetes","Overall",9686
"Missouri","Diabetes","White, non-Hispanic",12154
"Missouri","Overarching Conditions","American Indian or Alaska Native",68
"Missouri","Overarching Conditions","Asian or Pacific Islander",158
"Missouri","Overarching Conditions","Black, non-Hispanic",3932
"Missouri","Overarching Conditions","Female",9518
"Missouri","Overarching Conditions","Hispanic",324
"Missouri","Overarching Conditions","Male",14954
"Missouri","Overarching Conditions","Overall",24472
"Missouri","Overarching Conditions","White, non-Hispanic",19910
"Montana","Alcohol","American Indian or Alaska Native",92
"Montana","Alcohol","Asian or Pacific Islander",0
"Montana","Alcohol","Black, non-Hispanic",0
"Montana","Alcohol","Female",133
"Montana","Alcohol","Hispanic",0
"Montana","Alcohol","Male",200
"Montana","Alcohol","Overall",333
"Montana","Alcohol","White, non-Hispanic",233
"Montana","Asthma","American Indian or Alaska Native",0
"Montana","Asthma","Asian or Pacific Islander",0
"Montana","Asthma","Black, non-Hispanic",0
"Montana","Asthma","Female",0
"Montana","Asthma","Hispanic",0
"Montana","Asthma","Male",0
"Montana","Asthma","Overall",0
"Montana","Asthma","White, non-Hispanic",0
"Montana","Cardiovascular Disease","American Indian or Alaska Native",935
"Montana","Cardiovascular Disease","Asian or Pacific Islander",0
"Montana","Cardiovascular Disease","Black, non-Hispanic",0
"Montana","Cardiovascular Disease","Female",7439
"Montana","Cardiovascular Disease","Hispanic",103
"Montana","Cardiovascular Disease","Male",9367
"Montana","Cardiovascular Disease","Overall",16806
"Montana","Cardiovascular Disease","White, non-Hispanic",15582
"Montana","Chronic Kidney Disease","American Indian or Alaska Native",142
"Montana","Chronic Kidney Disease","Asian or Pacific Islander",0
"Montana","Chronic Kidney Disease","Black, non-Hispanic",0
"Montana","Chronic Kidney Disease","Female",602
"Montana","Chronic Kidney Disease","Hispanic",0
"Montana","Chronic Kidney Disease","Male",816
"Montana","Chronic Kidney Disease","Overall",1418
"Montana","Chronic Kidney Disease","White, non-Hispanic",1244
"Montana","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",189
"Montana","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"Montana","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",0
"Montana","Chronic Obstructive Pulmonary Disease","Female",1976
"Montana","Chronic Obstructive Pulmonary Disease","Hispanic",0
"Montana","Chronic Obstructive Pulmonary Disease","Male",2134
"Montana","Chronic Obstructive Pulmonary Disease","Overall",4110
"Montana","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",3875
"Montana","Diabetes","American Indian or Alaska Native",311
"Montana","Diabetes","Asian or Pacific Islander",0
"Montana","Diabetes","Black, non-Hispanic",0
"Montana","Diabetes","Female",1127
"Montana","Diabetes","Hispanic",23
"Montana","Diabetes","Male",1669
"Montana","Diabetes","Overall",1931
"Montana","Diabetes","White, non-Hispanic",2415
"Montana","Overarching Conditions","American Indian or Alaska Native",439
"Montana","Overarching Conditions","Asian or Pacific Islander",0
"Montana","Overarching Conditions","Black, non-Hispanic",0
"Montana","Overarching Conditions","Female",1335
"Montana","Overarching Conditions","Hispanic",56
"Montana","Overarching Conditions","Male",2130
"Montana","Overarching Conditions","Overall",3465
"Montana","Overarching Conditions","White, non-Hispanic",2939
"Nebraska","Alcohol","American Indian or Alaska Native",0
"Nebraska","Alcohol","Asian or Pacific Islander",0
"Nebraska","Alcohol","Black, non-Hispanic",0
"Nebraska","Alcohol","Female",170
"Nebraska","Alcohol","Hispanic",0
"Nebraska","Alcohol","Male",302
"Nebraska","Alcohol","Overall",472
"Nebraska","Alcohol","White, non-Hispanic",398
"Nebraska","Asthma","American Indian or Alaska Native",0
"Nebraska","Asthma","Asian or Pacific Islander",0
"Nebraska","Asthma","Black, non-Hispanic",0
"Nebraska","Asthma","Female",22
"Nebraska","Asthma","Hispanic",0
"Nebraska","Asthma","Male",0
"Nebraska","Asthma","Overall",59
"Nebraska","Asthma","White, non-Hispanic",31
"Nebraska","Cardiovascular Disease","American Indian or Alaska Native",99
"Nebraska","Cardiovascular Disease","Asian or Pacific Islander",86
"Nebraska","Cardiovascular Disease","Black, non-Hispanic",888
"Nebraska","Cardiovascular Disease","Female",13107
"Nebraska","Cardiovascular Disease","Hispanic",401
"Nebraska","Cardiovascular Disease","Male",13911
"Nebraska","Cardiovascular Disease","Overall",27018
"Nebraska","Cardiovascular Disease","White, non-Hispanic",25384
"Nebraska","Chronic Kidney Disease","American Indian or Alaska Native",24
"Nebraska","Chronic Kidney Disease","Asian or Pacific Islander",0
"Nebraska","Chronic Kidney Disease","Black, non-Hispanic",156
"Nebraska","Chronic Kidney Disease","Female",1650
"Nebraska","Chronic Kidney Disease","Hispanic",85
"Nebraska","Chronic Kidney Disease","Male",1871
"Nebraska","Chronic Kidney Disease","Overall",3521
"Nebraska","Chronic Kidney Disease","White, non-Hispanic",3208
"Nebraska","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",0
"Nebraska","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",0
"Nebraska","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",197
"Nebraska","Chronic Obstructive Pulmonary Disease","Female",3255
"Nebraska","Chronic Obstructive Pulmonary Disease","Hispanic",42
"Nebraska","Chronic Obstructive Pulmonary Disease","Male",3615
"Nebraska","Chronic Obstructive Pulmonary Disease","Overall",6870
"Nebraska","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",6570
"Nebraska","Diabetes","American Indian or Alaska Native",84
"Nebraska","Diabetes","Asian or Pacific Islander",24
"Nebraska","Diabetes","Black, non-Hispanic",356
"Nebraska","Diabetes","Female",2836
"Nebraska","Diabetes","Hispanic",210
"Nebraska","Diabetes","Male",3408
"Nebraska","Diabetes","Overall",4228
"Nebraska","Diabetes","White, non-Hispanic",5554
"Nebraska","Overarching Conditions","American Indian or Alaska Native",103
"Nebraska","Overarching Conditions","Asian or Pacific Islander",62
"Nebraska","Overarching Conditions","Black, non-Hispanic",385
"Nebraska","Overarching Conditions","Female",2193
"Nebraska","Overarching Conditions","Hispanic",193
"Nebraska","Overarching Conditions","Male",3390
"Nebraska","Overarching Conditions","Overall",5583
"Nebraska","Overarching Conditions","White, non-Hispanic",4835
"Nevada","Alcohol","American Indian or Alaska Native",0
"Nevada","Alcohol","Asian or Pacific Islander",0
"Nevada","Alcohol","Black, non-Hispanic",25
"Nevada","Alcohol","Female",353
"Nevada","Alcohol","Hispanic",175
"Nevada","Alcohol","Male",632
"Nevada","Alcohol","Overall",985
"Nevada","Alcohol","White, non-Hispanic",714
"Nevada","Asthma","American Indian or Alaska Native",0
"Nevada","Asthma","Asian or Pacific Islander",0
"Nevada","Asthma","Black, non-Hispanic",0
"Nevada","Asthma","Female",0
"Nevada","Asthma","Hispanic",0
"Nevada","Asthma","Male",22
"Nevada","Asthma","Overall",58
"Nevada","Asthma","White, non-Hispanic",0
"Nevada","Cardiovascular Disease","American Indian or Alaska Native",330
"Nevada","Cardiovascular Disease","Asian or Pacific Islander",2799
"Nevada","Cardiovascular Disease","Black, non-Hispanic",4346
"Nevada","Cardiovascular Disease","Female",18518
"Nevada","Cardiovascular Disease","Hispanic",3340
"Nevada","Cardiovascular Disease","Male",25957
"Nevada","Cardiovascular Disease","Overall",44475
"Nevada","Cardiovascular Disease","White, non-Hispanic",33618
"Nevada","Chronic Kidney Disease","American Indian or Alaska Native",0
"Nevada","Chronic Kidney Disease","Asian or Pacific Islander",225
"Nevada","Chronic Kidney Disease","Black, non-Hispanic",315
"Nevada","Chronic Kidney Disease","Female",1309
"Nevada","Chronic Kidney Disease","Hispanic",309
"Nevada","Chronic Kidney Disease","Male",1849
"Nevada","Chronic Kidney Disease","Overall",3158
"Nevada","Chronic Kidney Disease","White, non-Hispanic",2273
"Nevada","Chronic Obstructive Pulmonary Disease","American Indian or Alaska Native",45
"Nevada","Chronic Obstructive Pulmonary Disease","Asian or Pacific Islander",227
"Nevada","Chronic Obstructive Pulmonary Disease","Black, non-Hispanic",461
"Nevada","Chronic Obstructive Pulmonary Disease","Female",4404
"Nevada","Chronic Obstructive Pulmonary Disease","Hispanic",346
"Nevada","Chronic Obstructive Pulmonary Disease","Male",4583
"Nevada","Chronic Obstructive Pulmonary Disease","Overall",8987
"Nevada","Chronic Obstructive Pulmonary Disease","White, non-Hispanic",7882
"Nevada","Diabetes","American Indian or Alaska Native",107
"Nevada","Diabetes","Asian or Pacific Islander",514
